Linie;KM;Abkuerzung Bahnhof;Haltestellen Name;Perrontyp;Perron Nummer;Kundengleisnummer;Perronkantenlänge;Perronkantenhöhe;Bemerkung Höhe;Hilfstritt;Höhenverlauf;Material;Bemerkung Material;Kantenart;Bemerkung Kantenkrone;Auftritt;GO_IPID;Didok-Nummer;IPID;FID;1_koord;2_koord;BPUIC;lod
600;205.289;CHI;Chiasso;Dienstperron;127;;14.57;<=P20;Livello binario;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;13968189;5307;13996995;215062270;45.8363053448, 9.02183830988;45.83623941297726, 9.022000337960378;8505307;http://lod.opentransportdata.swiss/didok/8505307
637;204.429;CHSM;Chiasso Smistamento;Dienstperron;K7;;39.31;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;2173710;5309;2173708;35318563;45.8413495574, 9.00474492808;45.84134876970695, 9.005250609684031;8505309;http://lod.opentransportdata.swiss/didok/8505309
900;25.482;CH;Chur;Hausperron;4/5;5;68.06;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1413631;9000;3727644;35359886;46.8546783485, 9.53110308613;46.85422419884097, 9.530507311774118;8509000;http://lod.opentransportdata.swiss/didok/8509000
900;25.482;CH;Chur;Hausperron;4/5;4;68.8;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1413631;9000;3727645;35329374;46.8546684645, 9.53112344009;46.85419367748091, 9.530549516555753;8509000;http://lod.opentransportdata.swiss/didok/8509000
900;25.869;CH;Chur;Mittelperron;9/10;9;104.18;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;3727621;9000;3727635;35339404;46.852613244, 9.52696428353;46.852168963581335, 9.52576725216375;8509000;http://lod.opentransportdata.swiss/didok/8509000
920;13.443;CH;Chur;Mittelperron;11/12;11;382.71;Andere;36 cm;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;3727622;9000;3727631;35367868;46.8549107819, 9.53077602119;46.85275537415292, 9.526865338210536;8509000;http://lod.opentransportdata.swiss/didok/8509000
920;13.54;CH;Chur;Mittelperron;13/14;13;181.61;Andere;37 cm;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;3727623;9000;3727625;35355353;46.8544501849, 9.5296810972;46.853436685798556, 9.527813521448213;8509000;http://lod.opentransportdata.swiss/didok/8509000
250;49.531;CHE;Chenens;Mittelperron;3/4;3;172.97;P 25;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;2346033;4025;2346029;35363298;46.7490229499, 6.99927863618;46.7492111744809, 7.001524130305752;8504025;http://lod.opentransportdata.swiss/didok/8504025
250;49.531;CHE;Chenens;Mittelperron;3/4;4;173.59;P 25;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;2346033;4025;2346030;35346859;46.7490687284, 6.99926467776;46.749243483662546, 7.0015186851741795;8504025;http://lod.opentransportdata.swiss/didok/8504025
250;49.705;CHE;Chenens;Mittelperron;3/4;4;2.98;<=P20;;nicht vorhanden;auslaufend;;;;;Kein;2346033;4025;18393038;293330391;46.7492434837, 7.00151868517;46.749244298831606, 7.00155761274464;8504025;http://lod.opentransportdata.swiss/didok/8504025
250;49.528;CHE;Chenens;Mittelperron;3/4;4;2.99;<=P20;;nicht vorhanden;auslaufend;;;;;Kein;2346033;4025;18393166;293330519;46.7490630844, 6.99922640489;46.749068728444946, 6.999264677758685;8504025;http://lod.opentransportdata.swiss/didok/8504025
152;73.0;CHEB;Chene-Bourg;Aussenperron;2;2;220.28;P 55;;nicht vorhanden;konstant;Andere;;Andere;;Kein;3790046;16274;3790044;232887394;46.196707235, 6.19591376578;46.19655902726441, 6.198759349508635;8516274;http://lod.opentransportdata.swiss/didok/8516274
152;73.0;CHEB;Chene-Bourg;;;1;220.33;P 55;;nicht vorhanden;konstant;Andere;;Andere;;Kein;;16274;3790043;232887395;46.1966426823, 6.19590631403;46.196494527183695, 6.198752566907748;8516274;http://lod.opentransportdata.swiss/didok/8516274
210;67.609;CLB;Colombier NE;Mittelperron;2/3;2;156.96;P 20;;vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;2177647;4209;2177645;35331891;46.9672828494, 6.84828401428;46.96832632436496, 6.849665499141493;8504209;http://lod.opentransportdata.swiss/didok/8504209
210;83.517;CORN;Cornaux NE;Hausperron;1;1;220.04;P 25;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;1645074;4223;1645068;35328260;47.0378944164, 7.02292190871;47.03969453660348, 7.02410762376236;8504223;http://lod.opentransportdata.swiss/didok/8504223
225;52.989;CO;Cortebert;Aussenperron;1;1;150.17;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;4001296;4306;4001290;35321302;47.1893230838, 7.10902093318;47.189475816923085, 7.107052600032019;8504306;http://lod.opentransportdata.swiss/didok/8504306
200;14.449;COS;Cossonay-Penthalaz;Hausperron;1;1;149.98;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;2077563;1115;14863715;286868633;46.6056928604, 6.52386212031;46.60699524133157, 6.523358940072897;8501115;http://lod.opentransportdata.swiss/didok/8501115
250;52.33;COT;Cottens FR;Aussenperron;1;1;188.19;P 20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;2346092;4026;2346090;35338686;46.7513382436, 7.03361508746;46.751431840825745, 7.0360712831663;8504026;http://lod.opentransportdata.swiss/didok/8504026
240;89.951;CFV;Courfaivre;Zwischenperron;1/2;2;159.15;P 55;;nicht vorhanden;konstant;Fertigelement;;Andere;Pave;Kein;4241406;121;4241400;35365172;47.3352577627, 7.29325102915;47.335193723644686, 7.291147427089238;8500121;http://lod.opentransportdata.swiss/didok/8500121
240;107.794;CG;Courgenay;Zwischenperron;1/2;;14.74;P 20;;nicht vorhanden;nicht konstant;Fertigelement;;Naturstein;;Beton;4313696;125;4313692;35365339;47.4050886142, 7.12393026856;47.40518512881866, 7.124064232546952;8500125;http://lod.opentransportdata.swiss/didok/8500125
226;67.002;CT;Court;Hausperron;1;2;52.66;P 25;;nicht vorhanden;nicht konstant;Andere;Goudron;Beton;;Kein;952338;104;952330;35364384;47.2404273548, 7.3416108129;47.24063892423797, 7.342191799654923;8500104;http://lod.opentransportdata.swiss/didok/8500104
240;117.938;CTM;Courtemaiche;Zwischenperron;2;2;106.19;P 20;;vorhanden;konstant;Ortsbeton;;Beton;;Kein;1667380;127;3790182;35325797;47.4554719469, 7.05586159034;47.45632148191362, 7.055218185103583;8500127;http://lod.opentransportdata.swiss/didok/8500127
150;53.671;CRGD;Creux-de-Genthod;Mittelperron;1/2;2;150.54;P 42;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;3157792;1012;3157790;35356717;46.2648665236, 6.16188778608;46.26363357046028, 6.161080792853374;8501012;http://lod.opentransportdata.swiss/didok/8501012
100;8.39;CU;Cully;Hausperron;1;1;223.79;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;12455547;1124;12455496;275692098;46.4880417979, 6.72559821384;46.48892310377124, 6.728216797025523;8501124;http://lod.opentransportdata.swiss/didok/8501124
240;84.766;DMT;Delemont;Hausperron;1;1;18.41;<=P20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Andere;1228317;109;15206189;237390524;47.3615430369, 7.34806996067;47.36148037434485, 7.347844398440467;8500109;http://lod.opentransportdata.swiss/didok/8500109
240;84.785;DMT;Delemont;Hausperron;1;;62.07;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;1228317;109;15206210;237390545;47.3615200555, 7.34781966895;47.361292782172846, 7.34706963927889;8500109;http://lod.opentransportdata.swiss/didok/8500109
710;10.741;DT;Dietikon;Mittelperron;3/4;4;315.3;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;3307219;3508;3307222;35335309;47.4032304953, 8.40670865708;47.405883784388536, 8.405234544709849;8503508;http://lod.opentransportdata.swiss/didok/8503508
710;10.724;DT;Dietikon;Mittelperron;3/4;4;17.58;<=P20;;nicht vorhanden;nicht konstant;Ortsbeton;;Naturstein;;Kein;3307219;3508;17807059;282893402;47.4030854936, 8.40680155853;47.40323049531396, 8.406708657079564;8503508;http://lod.opentransportdata.swiss/didok/8503508
251;66.23;DOM;Domdidier;Hausperron;1;1;6.84;P 20;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Kein;2107149;4125;17026141;267189069;46.8687620744, 7.01177088318;46.86879851572783, 7.011843230834433;8504125;http://lod.opentransportdata.swiss/didok/8504125
653;67.804;DOT;Dottikon-Dintikon;Mittelperron;2/3;2;207.45;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;974445;2212;573962;35321043;47.3742043161, 8.23386550561;47.3730780789928, 8.23605539360697;8502212;http://lod.opentransportdata.swiss/didok/8502212
540;42.803;DU;Dulliken;Mittelperron;2/3;3;221.16;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;12291000;2110;12291011;183036655;47.3542617747, 7.94464699194;47.35390797672983, 7.947527354693212;8502110;http://lod.opentransportdata.swiss/didok/8502110
540;45.749;DK;Daniken SO;Aussenperron;4;4;233.47;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;12290654;2111;12290670;183036657;47.3569361064, 7.97946432159;47.355881685976584, 7.976792015180639;8502111;http://lod.opentransportdata.swiss/didok/8502111
540;45.508;DK;Daniken SO;Mittelperron;2/3;2;222.49;P 55;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Andere;12292661;2111;12292684;183036663;47.3558423479, 7.97699589315;47.35682188996686, 7.979563192146992;8502111;http://lod.opentransportdata.swiss/didok/8502111
540;45.749;DK;Daniken SO;Mittelperron;2/3;2;95.99;P 25;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;12292661;2111;15276978;239247053;47.3568207779, 7.97956441187;47.35726784968271, 7.980651271993881;8502111;http://lod.opentransportdata.swiss/didok/8502111
751;16.775;EF;Effretikon;Mittelperron;2/3;2;172.88;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;625361;3305;3838326;35359969;47.4253869404, 8.68660869749;47.426842221627886, 8.687415615937839;8503305;http://lod.opentransportdata.swiss/didok/8503305
751;16.711;EF;Effretikon;Mittelperron;5/6;;28.48;P 30;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;3838330;3305;3838322;35319059;47.4247826542, 8.68653150756;47.42500884810673, 8.686703222780508;8503305;http://lod.opentransportdata.swiss/didok/8503305
701;22.498;EGL;Eglisau;Mittelperron;2/3;2;317.25;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1159414;3402;1159406;35323331;47.5730533256, 8.51337122726;47.57203501007429, 8.517309845148164;8503402;http://lod.opentransportdata.swiss/didok/8503402
701;22.256;EGL;Eglisau;Mittelperron;2/3;3;242.74;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1159414;3402;1159408;35347324;47.5722238758, 8.51635527122;47.57303232063502, 8.51335988992697;8503402;http://lod.opentransportdata.swiss/didok/8503402
500;89.099;GSAG;Emmenbrucke Gersag;Aussenperron;2;2;150.51;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;2374783;2028;2374780;35319215;47.0788022347, 8.27699534022;47.07747026406315, 8.276640695713052;8502028;http://lod.opentransportdata.swiss/didok/8502028
500;86.907;RBGD;Emmenbrucke Kapf;Hausperron;1;1;149.97;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;11989259;2012;11989267;151647154;47.0903469873, 8.27238299174;47.091273383546955, 8.273818644675139;8502012;http://lod.opentransportdata.swiss/didok/8502012
460;66.37;ENT;Entlebuch;Hilfskante;3;3;88.66;P 35;inkl. Hilfstritt 16 cm;vorhanden;konstant;Fertigelement;;Andere;Stahlblech;Kein;1686474;8213;3810534;35329841;46.9937795618, 8.06218996198;46.994496936950156, 8.062699260953647;8508213;http://lod.opentransportdata.swiss/didok/8508213
730;13.387;ERLB;Erlenbach ZH;Mittelperron;2/3;3;220.91;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1651419;3102;3820016;35314872;47.3065535143, 8.59123390388;47.30478346069241, 8.592558360015781;8503102;http://lod.opentransportdata.swiss/didok/8503102
730;13.336;ERLB;Erlenbach ZH;Mittelperron;2/3;3;51.19;P 25;;nicht vorhanden;nicht konstant;Fertigelement;;Naturstein;;Kein;1651419;3102;3820018;35332627;47.3069607544, 8.59092414365;47.306553514328066, 8.591233903880171;8503102;http://lod.opentransportdata.swiss/didok/8503102
600;41.633;ER;Erstfeld;Hausperron;1;;110.98;P 30;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;974495;5114;177119;35312050;46.8199306421, 8.65071133109;46.81908099106367, 8.65147469888356;8505114;http://lod.opentransportdata.swiss/didok/8505114
651;8.539;ESB;Eschenbach LU;Hausperron;2;2;49.26;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;2367063;2022;16936583;264747433;47.1321562123, 8.32292487514;47.13259503853936, 8.322835552440917;8502022;http://lod.opentransportdata.swiss/didok/8502022
822;36.839;EZ;Eschenz;Hausperron;1;1;118.0;P 35;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;2830122;6138;2830124;35333883;47.6457631149, 8.87549425898;47.64537493751495, 8.876955740648887;8506138;http://lod.opentransportdata.swiss/didok/8506138
850;117.551;ESL;Eschlikon TG;Aussenperron;2;2;120.14;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1828972;6011;1828980;35325482;47.4614064386, 8.95714635374;47.461353385895734, 8.958737698146441;8506011;http://lod.opentransportdata.swiss/didok/8506011
460;52.14;ESCH;Escholzmatt;Zwischenperron;1;1;40.05;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1725126;8210;2783990;35374155;46.9149118033, 7.93651005451;46.91527201489329, 7.936516379474652;8508210;http://lod.opentransportdata.swiss/didok/8508210
460;52.104;ESCH;Escholzmatt;Zwischenperron;2;;200.57;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1725127;8210;1725122;35343540;46.9145832875, 7.93653984764;46.91638707687853, 7.936586714625806;8508210;http://lod.opentransportdata.swiss/didok/8508210
460;52.104;ESCH;Escholzmatt;Zwischenperron;2;2;200.51;P 30;inkl. Hilfstritt 25cm;vorhanden;konstant;Fertigelement;;Andere;Stahlblech;Kein;1725127;8210;1725123;35372115;46.9145834046, 7.93657086891;46.91638681219877, 7.936612442863931;8508210;http://lod.opentransportdata.swiss/didok/8508210
730;31.433;FB;Feldbach;Hausperron;2;2;322.43;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1731841;3109;1731838;35329599;47.2393723595, 8.78380298158;47.238256671422796, 8.779879609814767;8503109;http://lod.opentransportdata.swiss/didok/8503109
820;46.851;FT;Feuerthalen;Hilfskante;2;2;120.58;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;2606613;3425;2606609;35373854;47.691914023, 8.6469478516;47.69244902053207, 8.645552051522056;8503425;http://lod.opentransportdata.swiss/didok/8503425
754;32.298;FI;Fischenthal;Aussenperron;2;2;172.89;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;4540257;3136;4540255;229042777;47.3335697518, 8.92367823059;47.332164237178986, 8.922699434660558;8503136;http://lod.opentransportdata.swiss/didok/8503136
850;95.28;FLA;Flawil;Mittelperron;1/2;1;406.57;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1173498;6209;1173494;35347506;47.4149840732, 9.19021918611;47.41760056318127, 9.186456058501461;8506209;http://lod.opentransportdata.swiss/didok/8506209
600;32.22;FL;Fluelen;Mittelperron;2/3;3;448.91;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;974492;5112;177079;35322250;46.902446913, 8.62458266362;46.89840953090126, 8.624494631743735;8505112;http://lod.opentransportdata.swiss/didok/8505112
150;44.753;FOU;Founex;Aussenperron;2;;200.07;P 25;;nicht vorhanden;konstant;Andere;;Andere;;Kein;164277;1016;164275;35356120;46.3364176878, 6.19732939798;46.33463755636442, 6.196947042686494;8501016;http://lod.opentransportdata.swiss/didok/8501016
500;12.092;FRE;Frenkendorf-Fullinsdorf;Mittelperron;2/3;2;226.57;P 55;;nicht vorhanden;konstant;Fertigelement;auf alten Perron;Beton;;Gitterrost;1362699;22;3830831;35357608;47.5024277245, 7.71887424969;47.50039437417784, 7.719070989069033;8500022;http://lod.opentransportdata.swiss/didok/8500022
500;12.177;FRE;Frenkendorf-Fullinsdorf;Mittelperron;2/3;3;141.96;P 55;;nicht vorhanden;konstant;Fertigelement;auf alten Perron;Beton;;Gitterrost;1362699;22;3830832;35349499;47.5016663439, 7.71888462113;47.50039226890298, 7.719007975773126;8500022;http://lod.opentransportdata.swiss/didok/8500022
500;12.093;FRE;Frenkendorf-Fullinsdorf;Mittelperron;2/3;;82.43;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1362699;22;17362154;273280139;47.502425715, 7.71883487284;47.50168525376382, 7.718882729686824;8500022;http://lod.opentransportdata.swiss/didok/8500022
700;51.584;FCK;Frick;Mittelperron;2/3;3;420.04;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;638758;305;638730;35340764;47.5053793419, 8.01114426032;47.50864927932048, 8.013935621669326;8500305;http://lod.opentransportdata.swiss/didok/8500305
700;51.684;FCK;Frick;Hausperron;1;1;226.63;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1554176;305;1554174;35345965;47.506094766, 8.0119692327;47.50786404738217, 8.013462735674686;8500305;http://lod.opentransportdata.swiss/didok/8500305
225;39.187;FRIN;Frinvillier-Taubenloch;Hausperron;1;1;12.99;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;3867233;4301;15475453;255849115;47.1697281428, 7.25659941928;47.16968283542781, 7.256757325095104;8504301;http://lod.opentransportdata.swiss/didok/8504301
251;87.65;FRAE;Fraschels;Aussenperron;1;1;120.16;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;4440884;4401;4440880;35365295;46.9988650567, 7.20571723421;46.99976839687809, 7.206584778035278;8504401;http://lod.opentransportdata.swiss/didok/8504401
100;125.858;GA;Gampel-Steg;Hausperron;1;;34.42;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;2107090;1603;17588089;278143367;46.3065306631, 7.74751600971;46.30662364204532, 7.747942190323547;8501603;http://lod.opentransportdata.swiss/didok/8501603
651;19.324;GELF;Gelfingen;Hausperron;1;1;7.57;<=P20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;2415529;2026;17602399;278521046;47.2133559943, 8.26518433613;47.21340576768237, 8.265116194302651;8502026;http://lod.opentransportdata.swiss/didok/8502026
500;23.765;GKD;Gelterkinden;Mittelperron;3/4;3;55.3;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;957958;27;399146;35363098;47.465307632, 7.8440286201;47.46545246912902, 7.84472855601491;8500027;http://lod.opentransportdata.swiss/didok/8500027
500;23.821;GKD;Gelterkinden;Mittelperron;3/4;3;320.85;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;957958;27;3492237;35310241;47.4654524691, 7.84472855601;47.46628880706459, 7.848801426189812;8500027;http://lod.opentransportdata.swiss/didok/8500027
150;60.125;GE;Geneve;Hausperron;1;1;72.12;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1505344;1008;3817676;35319816;46.2112167413, 6.14346570006;46.21177520692104, 6.143934181290797;8501008;http://lod.opentransportdata.swiss/didok/8501008
150;60.058;GE;Geneve;Mittelperron;2/3;2;6.39;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1505363;1008;3817677;35319835;46.2117804592, 6.14382425059;46.21172775323258, 6.1437910980957255;8501008;http://lod.opentransportdata.swiss/didok/8501008
150;60.047;GE;Geneve;Mittelperron;2/3;2;10.84;P 20;;nicht vorhanden;;Ortsbeton;;Naturstein;;Kein;1505363;1008;17588096;278143376;46.2118695549, 6.14387757003;46.21178045923679, 6.143824250590443;8501008;http://lod.opentransportdata.swiss/didok/8501008
150;60.018;GE;Geneve;Mittelperron;4/5/6;6;12.78;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1505408;1008;1505390;35323460;46.2121647202, 6.14382322723;46.21206941672573, 6.143730710215139;8501008;http://lod.opentransportdata.swiss/didok/8501008
150;59.999;GE;Geneve;Mittelperron;7/8;;18.7;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1505421;1008;1505413;35310621;46.2123711877, 6.14371731703;46.21222878189803, 6.14358840350389;8501008;http://lod.opentransportdata.swiss/didok/8501008
150;60.009;GE;Geneve;Mittelperron;7/8;;9.34;<=P20;0-35;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Beton;;Kein;1505421;1008;1505416;35361610;46.2122706611, 6.14373961665;46.212194929691854, 6.1436874302877715;8501008;http://lod.opentransportdata.swiss/didok/8501008
150;65.972;GEAP;Geneve-Aeroport;Mittelperron;1/2;2;431.64;P 55;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Kein;3817552;1026;639773;35311761;46.2312524677, 6.11006664689;46.234003072557485, 6.114012398044651;8501026;http://lod.opentransportdata.swiss/didok/8501026
150;65.56;GEAP;Geneve-Aeroport;Dienstperron;1;;1031.28;P 42;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Kein;3817579;1026;639744;35337955;46.2286652225, 6.10623454321;46.23523354546891, 6.115662956772327;8501026;http://lod.opentransportdata.swiss/didok/8501026
150;66.436;GEAP;Geneve-Aeroport;Dienstperron;3A;;155.64;<=P20;115;nicht vorhanden;konstant;Ortsbeton;;Beton;;Kein;3817583;1026;639746;35362468;46.2341378958, 6.11439852614;46.23518341964684, 6.115734771825002;8501026;http://lod.opentransportdata.swiss/didok/8501026
150;66.418;GEAP;Geneve-Aeroport;Dienstperron;1D;;34.78;P 42;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Kein;3817585;1026;639757;35337986;46.234060767, 6.11416935808;46.2343059703694, 6.11444944203959;8501026;http://lod.opentransportdata.swiss/didok/8501026
152;65.335;GEST;Geneve-Stade;Aussenperron;1;1;12.06;<=P20;;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Andere;2485227;16174;15304317;239555380;46.1762791722, 6.12640149882;46.176177936289264, 6.126457648032991;8516174;http://lod.opentransportdata.swiss/didok/8516174
150;58.76;GESE;Geneve-Secheron;Aussenperron;1;1;207.46;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3080673;16283;3080655;35332379;46.2233403739, 6.14465016645;46.221474548729184, 6.144703655941617;8516283;http://lod.opentransportdata.swiss/didok/8516283
150;29.655;GIBU;Gilly-Bursinel;Hausperron;1;;222.56;P 20;;nicht vorhanden;nicht konstant;Ortsbeton;;Beton;;Kein;322078;1032;322074;35347801;46.4453461894, 6.30683966494;46.44427078350521, 6.304397520132431;8501032;http://lod.opentransportdata.swiss/didok/8501032
150;29.582;GIBU;Gilly-Bursinel;;;;159.22;<=P20;15;nicht vorhanden;nicht konstant;Ortsbeton;;Beton;;Kein;;1032;322071;35343507;46.4457811405, 6.30756713164;46.44498974782881, 6.305865693923169;8501032;http://lod.opentransportdata.swiss/didok/8501032
660;52.786;GSK;Gisikon-Root;Mittelperron;2/3;2;214.62;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;974462;2201;257896;35375638;47.1214716006, 8.39475231024;47.11985722296643, 8.393201389969608;8502201;http://lod.opentransportdata.swiss/didok/8502201
600;153.806;GIU;Giubiasco;Mittelperron;2/3;2;343.5;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;747454;5214;17274055;324866509;46.1753295068, 9.00577156601;46.17327781749085, 9.002445634936748;8505214;http://lod.opentransportdata.swiss/didok/8505214
600;153.806;GIU;Giubiasco;Mittelperron;2/3;3;343.71;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;747454;5214;17275207;324866493;46.1753541548, 9.00574274515;46.173320930264076, 9.002390612414333;8505214;http://lod.opentransportdata.swiss/didok/8505214
600;153.827;GIU;Giubiasco;Mittelperron;4/5;5;323.47;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;747459;5214;17277806;312981439;46.1753269841, 9.0054178361;46.17340093721377, 9.002280013082126;8505214;http://lod.opentransportdata.swiss/didok/8505214
253;46.184;GIV;Givisiez;Mittelperron;1/2;1;170.16;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;11163724;4181;11163690;244069043;46.8167514527, 7.12884623501;46.816803037820414, 7.131074611177034;8504181;http://lod.opentransportdata.swiss/didok/8504181
150;33.592;GLA;Gland;Hausperron;1;1;319.99;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;13824570;1031;13824493;211699714;46.4214095324, 6.27067625781;46.41906285418167, 6.26826576328756;8501031;http://lod.opentransportdata.swiss/didok/8501031
736;68.526;GL;Glarus;Hausperron;1;1;170.11;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1771316;3230;11651879;206621094;47.0406107542, 9.07143189132;47.03913856822537, 9.07203831583039;8503230;http://lod.opentransportdata.swiss/didok/8503230
760;7.164;GLB;Glattbrugg;Mittelperron;2/3;3;213.89;P 55;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Andere;726105;3310;3858854;35364028;47.4301176673, 8.55922066455;47.431638710161025, 8.55750919416204;8503310;http://lod.opentransportdata.swiss/didok/8503310
760;7.164;GLB;Glattbrugg;Mittelperron;2/3;2;215.92;P 55;;nicht vorhanden;konstant;Fertigelement;;Naturstein;;Andere;726105;3310;3858855;35339680;47.4301310236, 8.55926164076;47.43166384578598, 8.557543220587695;8503310;http://lod.opentransportdata.swiss/didok/8503310
850;90.067;GSS;Gossau SG;Hausperron;1;1;119.98;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1173339;6210;12707330;174954302;47.4117861983, 9.25385098774;47.41174528956533, 9.252262386501362;8506210;http://lod.opentransportdata.swiss/didok/8506210
850;89.837;GSS;Gossau SG;Mittelperron;3/4;4;420.43;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1173355;6210;1173350;35347035;47.4116850141, 9.25691386866;47.41156839692261, 9.251346403287656;8506210;http://lod.opentransportdata.swiss/didok/8506210
850;90.257;GSS;Gossau SG;Mittelperron;3/4;3;9.43;P 20;;nicht vorhanden;auslaufend;Fertigelement;;Naturstein;;Kein;1173355;6210;15145782;236052301;47.4116117066, 9.25134638021;47.41160803387529, 9.251221501884391;8506210;http://lod.opentransportdata.swiss/didok/8506210
240;119.657;GRA;Grandgourt;Aussenperron;1;;13.03;<=P20;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;1688766;143;16499848;256412565;47.4698436434, 7.04811041216;47.46993118074343, 7.04799554705502;8500143;http://lod.opentransportdata.swiss/didok/8500143
210;42.545;GRS;Grandson;Mittelperron;2/3;3;200.59;P 30;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1633643;4201;1633633;35361460;46.8055134427, 6.64009082323;46.806337547454035, 6.642425530692671;8504201;http://lod.opentransportdata.swiss/didok/8504201
250;8.204;GRV;Grandvaux;Aussenperron;3;3;160.0;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;2318952;4011;13275664;227190625;46.4965920862, 6.72136307397;46.49694971018386, 6.723381864342517;8504011;http://lod.opentransportdata.swiss/didok/8504011
