Linie;KM;Abkuerzung Bahnhof;Haltestellen Name;Perrontyp;Perron Nummer;Kundengleisnummer;Perronkantenlänge;Perronkantenhöhe;Bemerkung Höhe;Hilfstritt;Höhenverlauf;Material;Bemerkung Material;Kantenart;Bemerkung Kantenkrone;Auftritt;GO_IPID;Didok-Nummer;IPID;FID;1_koord;2_koord;BPUIC;lod
710;31.026;BG;Brugg AG;Mittelperron;2/3;2;51.92;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1770295;309;16126933;251385172;47.4825910256, 8.21081807391;47.4828513132713, 8.211388495342257;8500309;http://lod.opentransportdata.swiss/didok/8500309
710;31.072;BG;Brugg AG;Mittelperron;4/5;4;20.07;P 35;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;1770303;309;3304446;35355499;47.4822098385, 8.21050047848;47.482340292077104, 8.210684103299862;8500309;http://lod.opentransportdata.swiss/didok/8500309
710;31.073;BG;Brugg AG;Mittelperron;4/5;5;20.3;P 35;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;1770303;309;3304447;35318368;47.4821918942, 8.21052619696;47.48232585286543, 8.210706170857527;8500309;http://lod.opentransportdata.swiss/didok/8500309
600;20.203;BRU;Brunnen;Mittelperron;4/5;4;432.75;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;17544129;5007;17544121;277614589;47.0014934676, 8.61262705699;46.99822541909429, 8.609536557633822;8505007;http://lod.opentransportdata.swiss/didok/8505007
600;20.202;BRU;Brunnen;Mittelperron;4/5;5;432.72;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;17544129;5007;17544123;277614575;47.0014723392, 8.61267506555;46.998203976709604, 8.609585478044131;8505007;http://lod.opentransportdata.swiss/didok/8505007
882;18.409;BU;Buchs SG;Aussenperron;2;2;312.11;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1188069;9404;1188061;35344159;47.1674109329, 9.47915227526;47.17013973097496, 9.478185475000469;8509404;http://lod.opentransportdata.swiss/didok/8509404
503;28.848;BUC;Buckten;Hausperron;1;1;75.07;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;4314701;34;4314643;35366460;47.408740904, 7.84804331278;47.40934349686333, 7.847594702048544;8500034;http://lod.opentransportdata.swiss/didok/8500034
450;83.402;BDF;Burgdorf;Mittelperron;4/5;5;62.01;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;974376;8005;4426067;35315771;47.0610027072, 7.62158650948;47.061012335483255, 7.620771508828681;8508005;http://lod.opentransportdata.swiss/didok/8508005
450;83.457;BDF;Burgdorf;Mittelperron;1/11;11;164.17;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;4425994;8005;4425997;35374270;47.0607322367, 7.62082485913;47.060889548531684, 7.618677953588683;8508005;http://lod.opentransportdata.swiss/didok/8508005
260;26.08;BUS;Busswil BE;Aussenperron;1;1;120.02;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3236353;4415;3163646;35373040;47.0980448849, 7.31815848376;47.09906715938922, 7.318663054028299;8504415;http://lod.opentransportdata.swiss/didok/8504415
260;25.865;BUS;Busswil BE;Mittelperron;2/3;3;222.02;P 55;;nicht vorhanden;;Fertigelement;;Beton;;Kein;15257333;4415;18288350;291502847;47.0962801309, 7.31698665633;47.09815348101135, 7.317997417824352;8504415;http://lod.opentransportdata.swiss/didok/8504415
720;29.243;BAE;Bach SZ;Mittelperron;1/2;2;12.63;P 25;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;1285002;3208;3838968;35324183;47.2005423827, 8.72556013706;47.200570172278645, 8.725721757190877;8503208;http://lod.opentransportdata.swiss/didok/8503208
720;29.243;BAE;Bach SZ;Mittelperron;1/2;1;44.69;P 25;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;1285002;3208;3838969;35348180;47.2005708685, 8.72554924692;47.20067691118448, 8.726118126037166;8503208;http://lod.opentransportdata.swiss/didok/8503208
230;97.371;BAER;Barschwil;;;;191.05;P 25;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;;112;17862619;283663163;47.4004575634, 7.47495486448;47.400852781479436, 7.477410266297953;8500112;http://lod.opentransportdata.swiss/didok/8500112
760;20.111;BUE;Bulach;Mittelperron;1/2;2;346.5;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;1208174;3400;1855183;35335337;47.5226748413, 8.53728446228;47.5251137756683, 8.534451272995698;8503400;http://lod.opentransportdata.swiss/didok/8503400
770;16.437;BUE;Bulach;Mittelperron;1/2;1;52.92;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1208174;3400;2808982;35327777;47.525061367, 8.53439386131;47.525417569963935, 8.533931165455746;8503400;http://lod.opentransportdata.swiss/didok/8503400
770;16.439;BUE;Bulach;Mittelperron;1/2;2;47.3;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1208174;3400;2808983;35342251;47.5251137757, 8.534451273;47.52543363359706, 8.534040653718757;8503400;http://lod.opentransportdata.swiss/didok/8503400
760;20.174;BUE;Bulach;Mittelperron;1/2;1;73.91;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1208174;3400;2808986;35342267;47.5231466433, 8.53681460754;47.52256139987531, 8.537271215500454;8503400;http://lod.opentransportdata.swiss/didok/8503400
760;20.1;BUE;Bulach;Mittelperron;1/2;2;11.64;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1208174;3400;2808987;35366220;47.5225797292, 8.53734158672;47.52267484133015, 8.537284462280995;8503400;http://lod.opentransportdata.swiss/didok/8503400
769;16.125;BUE;Bulach;Hausperron;4;4;70.98;P 35;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;1208183;3400;10504555;35329280;47.5231740602, 8.53759315873;47.523644568658064, 8.53696008960393;8503400;http://lod.opentransportdata.swiss/didok/8503400
770;16.411;BUE;Bulach;Hausperron;4;4;219.74;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1208183;3400;10504663;215638365;47.5251315986, 8.53503827091;47.523644568658064, 8.53696008960393;8503400;http://lod.opentransportdata.swiss/didok/8503400
770;16.31;BUE;Bulach;Hausperron;4;;101.57;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1208183;3400;10504674;215638382;47.5244158597, 8.53587945743;47.52510317261656, 8.534991047297275;8503400;http://lod.opentransportdata.swiss/didok/8503400
769;16.154;BUE;Bulach;Mittelperron;5/6;6;224.16;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1208186;3400;10504734;215638314;47.5234455953, 8.53746956879;47.52496260996089, 8.535509163043336;8503400;http://lod.opentransportdata.swiss/didok/8503400
769;16.153;BUE;Bulach;Mittelperron;5/6;5;224.29;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1208186;3400;10504743;215638383;47.523407427, 8.53740739101;47.52492485411087, 8.535445107761102;8503400;http://lod.opentransportdata.swiss/didok/8503400
840;63.15;BGL;Burglen TG;Aussenperron;3;3;127.16;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;2571296;6106;2571294;35344853;47.5497742546, 9.1484427462;47.54901969001268, 9.149712000983117;8506106;http://lod.opentransportdata.swiss/didok/8506106
853;12.906;BUET;Butschwil;Aussenperron;2;2;170.2;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;335586;6203;3888672;35332817;47.3597857702, 9.07530581134;47.35826809515525, 9.075600123074368;8506203;http://lod.opentransportdata.swiss/didok/8506203
630;159.426;CD;Cadenazzo;Hausperron;1;1;119.91;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1825654;5404;15750318;291927576;46.1526465576, 8.94239460149;46.15270372632784, 8.940844672230288;8505404;http://lod.opentransportdata.swiss/didok/8505404
630;159.276;CD;Cadenazzo;Mittelperron;2/3;3;222.36;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;2805830;5404;15725610;291927570;46.1526725619, 8.94434070836;46.15280064101749, 8.941468741318587;8505404;http://lod.opentransportdata.swiss/didok/8505404
600;194.496;CAP;Capolago-Riva S. Vitale;Hausperron;1;1;14.6;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;1471219;5304;14741383;228063553;45.9037968351, 8.97954366105;45.90391895028358, 8.979606804566359;8505304;http://lod.opentransportdata.swiss/didok/8505304
600;194.481;CAP;Capolago-Riva S. Vitale;Mittelperron;2/3;3;15.16;<=P20;Rampa;nicht vorhanden;Karrenueberfahrten;Fertigelement;;Beton;;Kein;1471222;5304;13876734;212600214;45.9038950017, 8.97972474556;45.903764336625564, 8.979669016235464;8505304;http://lod.opentransportdata.swiss/didok/8505304
600;147.414;CAST;Castione-Arbedo;Mittelperron;1/2;1;220.98;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3853514;5212;3853512;35318894;46.2239233424, 9.04150763151;46.22193738158033, 9.041631756451926;8505212;http://lod.opentransportdata.swiss/didok/8505212
223;10.344;CHN;Chambrelien;Zwischenperron;2;;155.72;P 20;;nicht vorhanden;Karrenueberfahrten;Ortsbeton;;Beton;;Kein;2062923;4234;3790155;35348747;46.9675384239, 6.81262496457;46.9664759697329, 6.811291440112727;8504234;http://lod.opentransportdata.swiss/didok/8504234
111;5.564;CHX;Chexbres-Village;Aussenperron;1;1;82.48;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;2484844;4013;13447236;240645513;46.4811596263, 6.77907059786;46.48101895715697, 6.778017302782601;8504013;http://lod.opentransportdata.swiss/didok/8504013
600;205.848;CHI;Chiasso;Mittelperron;4/5/6;5;243.5;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;944805;5307;13700764;249101071;45.8333829748, 9.02772796993;45.832276228193784, 9.030431921099638;8505307;http://lod.opentransportdata.swiss/didok/8505307
639;50.667;CHI;Chiasso;Dienstperron;38;;426.1;<=P20;;nicht vorhanden;konstant;Andere;Asfalto;Andere;Asfalto;Kein;1000422;5307;1000424;35345050;45.830865766, 9.03199127953;45.83266649361626, 9.027179424953802;8505307;http://lod.opentransportdata.swiss/didok/8505307
600;205.475;CHI;Chiasso;Dienstperron;12;;176.47;<=P20;P10;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1733437;5307;4274448;35340749;45.835543866, 9.02408562376;45.8345107688253, 9.02580921106041;8505307;http://lod.opentransportdata.swiss/didok/8505307
600;205.469;CHI;Chiasso;Dienstperron;12;;183.37;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;1733437;5307;4274449;35364883;45.8355744375, 9.02400734873;45.83450099886667, 9.02579833523972;8505307;http://lod.opentransportdata.swiss/didok/8505307
638;204.697;CHSM;Chiasso Smistamento;Dienstperron;7/8;;675.19;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;2106290;5309;2106287;35361014;45.8409876694, 9.00222935973;45.83599049338302, 8.99957384018223;8505309;http://lod.opentransportdata.swiss/didok/8505309
900;25.433;CH;Chur;Mittelperron;7/8;8;82.07;P 35;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;3727620;9000;3727638;35309219;46.855116605, 9.5313207872;46.854543501365384, 9.530647514452305;8509000;http://lod.opentransportdata.swiss/didok/8509000
900;25.515;CH;Chur;Mittelperron;7/8;8;334.39;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;3727620;9000;3727641;35359256;46.8545435014, 9.53064751445;46.85265933477276, 9.527230742098451;8509000;http://lod.opentransportdata.swiss/didok/8509000
900;25.515;CH;Chur;Mittelperron;7/8;7;335.35;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;3727620;9000;3727642;35344060;46.8545099239, 9.53070084202;46.85261116389406, 9.527286992411577;8509000;http://lod.opentransportdata.swiss/didok/8509000
251;25.864;CHAT;Chatillens;Hausperron;1;;104.58;<=P20;P 15;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;2410001;4017;2409990;35324456;46.5704118324, 6.81584873941;46.570948887859664, 6.814728740484615;8504017;http://lod.opentransportdata.swiss/didok/8504017
100;22.939;CL;Clarens;Aussenperron;2;;28.33;P 30;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1732922;1203;1732914;35314249;46.4432257071, 6.89385003436;46.44316544642948, 6.894205865981964;8501203;http://lod.opentransportdata.swiss/didok/8501203
224;25.81;CV;Convers;Aussenperron;1;;91.55;P 42;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;2069125;4238;2069124;35356018;47.0837476139, 6.86500840664;47.08423548708152, 6.864041008879682;8504238;http://lod.opentransportdata.swiss/didok/8504238
150;46.89;COP;Coppet;Mittelperron;2/3;3;321.38;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;340630;1023;3080221;35333540;46.3184148304, 6.18795824807;46.31560070555156, 6.187005887618132;8501023;http://lod.opentransportdata.swiss/didok/8501023
223;4.4;CP;Corcelles-Peseux;Hausperron;1;1;160.1;P 55;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Beton;2048711;4232;14124570;273394963;46.9830994667, 6.88284361343;46.983333661598444, 6.884913441931953;8504232;http://lod.opentransportdata.swiss/didok/8504232
253;29.692;CS;Corcelles-Sud;Hausperron;1;1;150.15;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;12307418;4135;12307396;164695498;46.8288794187, 6.95667136358;46.82861456446642, 6.958601112536336;8504135;http://lod.opentransportdata.swiss/didok/8504135
225;50.191;COG;Corgemont;Aussenperron;1;1;150.16;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;3429133;4305;3429120;35366517;47.1934406392, 7.14504428897;47.19294706234582, 7.143199920206302;8504305;http://lod.opentransportdata.swiss/didok/8504305
225;57.59;CORM;Cormoret;Aussenperron;1;1;134.46;P 20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;2347965;4308;2347959;35330564;47.1731404881, 7.05465761636;47.17246623238163, 7.053185221226094;8504308;http://lod.opentransportdata.swiss/didok/8504308
200;14.279;COS;Cossonay-Penthalaz;Mittelperron;2/3;2;225.23;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;2077574;1115;14863571;283305501;46.6042152196, 6.52441297629;46.60619820557746, 6.523810023632865;8501115;http://lod.opentransportdata.swiss/didok/8501115
225;56.407;CTY;Courtelary;Aussenperron;3;3;220.18;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1929592;4307;2188874;35363796;47.1756359652, 7.069656686;47.17512448865404, 7.06685125323506;8504307;http://lod.opentransportdata.swiss/didok/8504307
100;8.322;CU;Cully;;;3;226.38;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;;1124;12455439;287922222;46.4877430289, 6.72481581295;46.48853004698847, 6.727523120496084;8501124;http://lod.opentransportdata.swiss/didok/8501124
410;67.481;DN;Deitingen;Aussenperron;2;2;249.9;P 35;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;974345;209;711994;35340353;47.2182849235, 7.62046805948;47.21845481187574, 7.617178376976642;8500209;http://lod.opentransportdata.swiss/didok/8500209
240;84.736;DMT;Delemont;Hausperron;1;;36.07;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1228317;109;3429143;35369941;47.3616754003, 7.34842629509;47.36168633697752, 7.348471376110864;8500109;http://lod.opentransportdata.swiss/didok/8500109
240;84.766;DMT;Delemont;Hausperron;1;1;288.39;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Andere;1228317;109;3429144;35337206;47.3615430279, 7.34806994744;47.36225238277597, 7.3517400871498175;8500109;http://lod.opentransportdata.swiss/didok/8500109
226;84.483;DMT;Delemont;Mittelperron;4/5;;37.38;P 25;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;11177843;109;15302296;239553158;47.3619983807, 7.35177145519;47.361913435386334, 7.351295947902629;8500109;http://lod.opentransportdata.swiss/didok/8500109
761;17.2;DI;Dielsdorf;Mittelperron;2/3;2;332.69;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1172916;3315;4684018;139690177;47.4804643594, 8.46140160046;47.483019433440425, 8.459127788502661;8503315;http://lod.opentransportdata.swiss/didok/8503315
736;81.194;DSB;Diesbach-Betschwanden;Hausperron;1;;32.65;P 35;;nicht vorhanden;konstant;Mauerwerk;;Beton;;Kein;1753259;3237;1753260;35353223;46.9466852173, 9.02471702994;46.94693955659814, 9.024931249389772;8503237;http://lod.opentransportdata.swiss/didok/8503237
710;11.069;DT;Dietikon;Mittelperron;3/4;3;86.1;P 30;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;3307219;3508;564431;35318657;47.4058633456, 8.40515308786;47.40658682493371, 8.404752151997124;8503508;http://lod.opentransportdata.swiss/didok/8503508
710;11.069;DT;Dietikon;Mittelperron;3/4;4;86.23;P 30;;nicht vorhanden;auslaufend;Ortsbeton;;Naturstein;;Kein;3307219;3508;3307220;35355215;47.4058837844, 8.40523454471;47.40660741436506, 8.404829611171072;8503508;http://lod.opentransportdata.swiss/didok/8503508
710;11.068;DT;Dietikon;Mittelperron;5/6;5;87.73;P 30;;nicht vorhanden;konstant;Mauerwerk;;Naturstein;;Kein;3307227;3508;564437;35308911;47.4058975153, 8.40534045748;47.4066327436909, 8.40492432778124;8503508;http://lod.opentransportdata.swiss/didok/8503508
710;10.735;DT;Dietikon;Mittelperron;5/6;5;320.15;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;3307227;3508;10728877;141600990;47.4032042064, 8.40684038812;47.4058975153315, 8.405340457478573;8503508;http://lod.opentransportdata.swiss/didok/8503508
710;10.735;DT;Dietikon;Mittelperron;5/6;6;320.0;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;3307227;3508;10728883;141600973;47.4032189828, 8.40689003453;47.40591807140938, 8.405418630744474;8503508;http://lod.opentransportdata.swiss/didok/8503508
751;10.866;DTL;Dietlikon;Mittelperron;2/3;2;319.9;P 55;;nicht vorhanden;konstant;Ortsbeton;;Beton;;Andere;963999;3306;963993;35352797;47.4186175125, 8.61858241388;47.42130486150369, 8.620096818823418;8503306;http://lod.opentransportdata.swiss/didok/8503306
821;9.854;DIH;Dinhard;Hausperron;1;1;119.33;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3727532;6021;3727529;35356453;47.5523474456, 8.75254753602;47.55339275437933, 8.752906688244515;8506021;http://lod.opentransportdata.swiss/didok/8506021
251;66.23;DOM;Domdidier;Hausperron;1;1;110.17;P 35;Y compris marche embarquement;vorhanden;konstant;Ortsbeton;;Beton;;Kein;2107149;4125;2107146;35360698;46.8687620744, 7.01177088318;46.86817556185828, 7.010606200229511;8504125;http://lod.opentransportdata.swiss/didok/8504125
653;67.804;DOT;Dottikon-Dintikon;Mittelperron;2/3;3;207.5;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;974445;2212;573963;35329526;47.374221888, 8.2338856559;47.37311794519102, 8.236098175267363;8502212;http://lod.opentransportdata.swiss/didok/8502212
415;99.031;DON;Dotzigen;Hausperron;1;1;119.84;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;2486044;220;3736431;35328178;47.1198647085, 7.33886949889;47.11898532062403, 7.337956277293831;8500220;http://lod.opentransportdata.swiss/didok/8500220
540;43.024;DU;Dulliken;Mittelperron;2/3;2;66.47;<=P20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;12291000;2110;15277155;239247230;47.3539649564, 7.9475458588;47.35380395830524, 7.948390097288217;8502110;http://lod.opentransportdata.swiss/didok/8502110
540;43.024;DU;Dulliken;Mittelperron;2/3;3;65.98;<=P20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;12291000;2110;15277328;239247403;47.3539079767, 7.94752735469;47.35376385631387, 7.948372759419523;8502110;http://lod.opentransportdata.swiss/didok/8502110
540;42.789;DU;Dulliken;Mittelperron;2/3;3;14.29;<=P20;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;12291000;2110;15277476;239247573;47.3542818377, 7.94446495165;47.354263021914456, 7.944647678792725;8502110;http://lod.opentransportdata.swiss/didok/8502110
540;42.803;DU;Dulliken;Aussenperron;4;4;219.25;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;12291129;2110;12291164;183036664;47.3541918887, 7.94462820967;47.35384026143639, 7.947483468107479;8502110;http://lod.opentransportdata.swiss/didok/8502110
702;37.217;DOE;Dottingen;Aussenperron;1;1;220.28;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3911738;3501;3911732;118094194;47.5740598358, 8.25693889268;47.57597846560887, 8.256209452786614;8503501;http://lod.opentransportdata.swiss/didok/8503501
740;90.677;DUE;Dubendorf;Mittelperron;3/4;4;22.9;P 42;;nicht vorhanden;konstant;Ortsbeton;;Naturstein;;Kein;1812309;3128;1812312;35346964;47.4013227796, 8.62090523826;47.401220874007635, 8.621168877858253;8503128;http://lod.opentransportdata.swiss/didok/8503128
740;90.333;DUE;Dubendorf;Mittelperron;3/4;4;321.33;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;1812309;3128;15961002;266951672;47.3997328401, 8.62481755659;47.401220874007635, 8.621168877858253;8503128;http://lod.opentransportdata.swiss/didok/8503128
660;58.702;EBI;Ebikon;Mittelperron;3/4;4;10.22;<=P20;;nicht vorhanden;auslaufend;Fertigelement;;Beton;;Kein;974463;2200;16237815;253148034;47.0836565283, 8.34099148539;47.08359144577596, 8.340896386062838;8502200;http://lod.opentransportdata.swiss/didok/8502200
660;58.551;EBI;Ebikon;Hausperron;1;1;32.73;<=P20;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;2690352;2200;2690348;35375373;47.0844073291, 8.34251965227;47.08420389366557, 8.342208750410498;8502200;http://lod.opentransportdata.swiss/didok/8502200
210;21.288;ECL;Eclepens;Aussenperron;2;2;152.16;P 55;;nicht vorhanden;konstant;Fertigelement;;Andere;Element prefabrique;Gitterrost;1694290;1114;1694301;35314374;46.656413011, 6.55282217659;46.65775169270393, 6.552411027528319;8501114;http://lod.opentransportdata.swiss/didok/8501114
751;16.632;EF;Effretikon;Hausperron;1;1;143.17;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;625360;3305;11622938;199716031;47.424241642, 8.68576393901;47.42542259230892, 8.686516682641287;8503305;http://lod.opentransportdata.swiss/didok/8503305
751;16.809;EF;Effretikon;Mittelperron;2/3;3;183.82;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Beton;625361;3305;14206810;219629939;47.4256521514, 8.68684911544;47.424145520494015, 8.685853833357514;8503305;http://lod.opentransportdata.swiss/didok/8503305
751;16.948;EF;Effretikon;Mittelperron;2/3;3;6.85;P 25;;nicht vorhanden;auslaufend;Fertigelement;;Beton;;Kein;625361;3305;16789347;261355253;47.4268248595, 8.68748485174;47.42688038601938, 8.687517436580263;8503305;http://lod.opentransportdata.swiss/didok/8503305
751;16.711;EF;Effretikon;Mittelperron;5/6;;28.58;P 30;;nicht vorhanden;nicht konstant;Fertigelement;;Beton;;Kein;3838330;3305;3838321;35351849;47.4247872472, 8.68651767123;47.42502035977246, 8.686669268756962;8503305;http://lod.opentransportdata.swiss/didok/8503305
753;0.123;EF;Effretikon;Mittelperron;5/6;6;83.84;P 25;;nicht vorhanden;konstant;Fertigelement;;Beton;;Kein;3838330;3305;3838327;35335887;47.4268961333, 8.68779168611;47.42761691872992, 8.688103345272715;8503305;http://lod.opentransportdata.swiss/didok/8503305
410;49.002;EG;Egerkingen;Hausperron;1;1;160.18;P 55;;nicht vorhanden;konstant;Fertigelement;;Beton;;Gitterrost;3999664;214;10951077;116243749;47.3152153798, 7.80018177643;47.31455293846564, 7.798300541761452;8500214;http://lod.opentransportdata.swiss/didok/8500214
